# x, y
-1.000000000000000000e+00 1.000000119209289551e+00
1.000000000000000000e+00 5.000000000000000000e+00
-1.000000000000000000e+00 1.000000119209289551e+00
1.000000000000000000e+00 5.000000000000000000e+00
0.000000000000000000e+00 3.000000000000000000e+00
-5.000000000000000000e-01 1.000000000000000000e+00
5.000000000000000000e-01 5.000000000000000000e+00
-7.500000000000000000e-01 7.928931713104248047e-01
2.500000000000000000e-01 4.207106590270996094e+00
-2.500000000000000000e-01 1.792893171310424805e+00
7.500000000000000000e-01 5.207106590270996094e+00
-8.750000000000000000e-01 8.673167228698730469e-01
1.250000000000000000e-01 3.632683515548706055e+00
-3.750000000000000000e-01 1.326120495796203613e+00
6.250000000000000000e-01 5.173879623413085938e+00
-6.250000000000000000e-01 8.261203765869140625e-01
3.750000000000000000e-01 4.673879623413085938e+00
-1.250000000000000000e-01 2.367316484451293945e+00
8.750000000000000000e-01 5.132683277130126953e+00
-9.375000000000000000e-01 9.299097061157226562e-01
